Id,AOL,Division,Estrato,Slaboral
1,Insatisfecho,DCPRI,6,Activo
2,Insatisfecho,DCPRI,3,Inactivo
3,Insatisfecho,OTRAS,4,Activo
4,Insatisfecho,INGENIERÍA,1,Inactivo
5,Insatisfecho,NEGOCIOS,4,Activo
6,Insatisfecho,NEGOCIOS,4,Activo
7,Insatisfecho,DCPRI,5,Inactivo
8,Insatisfecho,DCPRI,5,Activo
9,Insatisfecho,DCPRI,4,Activo
10,Insatisfecho,NEGOCIOS,3,Inactivo
11,Insatisfecho,NEGOCIOS,6,Activo
12,Insatisfecho,OTRAS,3,Activo
13,Insatisfecho,NEGOCIOS,2,Activo
14,Insatisfecho,DCPRI,3,Activo
15,Insatisfecho,HUMANIDADES,3,Inactivo
16,Insatisfecho,OTRAS,3,Activo
17,Insatisfecho,HUMANIDADES,3,Activo
18,Insatisfecho,HUMANIDADES,3,Activo
19,Insatisfecho,SALUD,6,Activo
20,Insatisfecho,HUMANIDADES,4,Activo
21,Insatisfecho,SALUD,4,Activo
22,Insatisfecho,SALUD,4,Activo
23,Insatisfecho,INGENIERÍA,4,Activo
24,Insatisfecho,SALUD,3,Activo
25,Insatisfecho,SALUD,4,Activo
26,Insatisfecho,INGENIERÍA,3,Activo
27,Insatisfecho,OTRAS,3,Activo
28,Insatisfecho,NEGOCIOS,3,Inactivo
29,Insatisfecho,INGENIERÍA,1,Inactivo
30,Insatisfecho,OTRAS,3,Activo
31,Insatisfecho,NEGOCIOS,3,Activo
32,Insatisfecho,OTRAS,4,Activo
33,Insatisfecho,INGENIERÍA,5,Activo
34,Insatisfecho,AD,1,Activo
35,Insatisfecho,HUMANIDADES,2,Activo
36,Insatisfecho,OTRAS,5,Activo
37,Insatisfecho,HUMANIDADES,4,Inactivo
38,Insatisfecho,HUMANIDADES,3,Activo
39,Insatisfecho,OTRAS,3,Activo
40,Insatisfecho,INGENIERÍA,4,Inactivo
41,Insatisfecho,INGENIERÍA,1,Activo
42,Insatisfecho,OTRAS,1,Inactivo
43,Insatisfecho,NEGOCIOS,4,Activo
44,Insatisfecho,DCPRI,1,Inactivo
45,Insatisfecho,OTRAS,5,Inactivo
46,Insatisfecho,AD,2,Activo
47,Insatisfecho,AD,4,Activo
48,Insatisfecho,DCPRI,3,Inactivo
49,Insatisfecho,HUMANIDADES,4,Activo
50,Insatisfecho,NEGOCIOS,3,Activo
51,Insatisfecho,HUMANIDADES,4,Inactivo
52,Insatisfecho,HUMANIDADES,5,Activo
53,Insatisfecho,DCPRI,4,Activo
54,Insatisfecho,NEGOCIOS,5,Inactivo
55,Insatisfecho,HUMANIDADES,1,Inactivo
56,Insatisfecho,OTRAS,2,Activo
57,Insatisfecho,DCPRI,3,Inactivo
58,Insatisfecho,OTRAS,3,Activo
59,Insatisfecho,DCPRI,3,Activo
60,Insatisfecho,DCPRI,3,Activo
61,Insatisfecho,DCPRI,3,Activo
62,Insatisfecho,DCPRI,3,Inactivo
63,Insatisfecho,DCPRI,4,Activo
64,Insatisfecho,AD,3,Inactivo
65,Insatisfecho,HUMANIDADES,3,Activo
66,Insatisfecho,INGENIERÍA,1,Activo
67,Insatisfecho,HUMANIDADES,2,Activo
68,Insatisfecho,HUMANIDADES,6,Activo
69,Insatisfecho,INGENIERÍA,3,Inactivo
70,Insatisfecho,HUMANIDADES,1,Activo
71,Insatisfecho,AD,2,Inactivo
72,Insatisfecho,NEGOCIOS,6,Activo
73,Insatisfecho,NEGOCIOS,3,Activo
74,Insatisfecho,NEGOCIOS,3,Inactivo
75,Insatisfecho,AD,4,Activo
76,Insatisfecho,OTRAS,4,Activo
77,Insatisfecho,OTRAS,4,Activo
78,Insatisfecho,AD,2,Inactivo
79,Insatisfecho,AD,4,Inactivo
80,Insatisfecho,AD,1,Activo
81,Insatisfecho,AD,2,Activo
82,Insatisfecho,AD,5,Activo
83,Insatisfecho,INGENIERÍA,3,Activo
84,Insatisfecho,OTRAS,1,Inactivo
85,Insatisfecho,OTRAS,5,Inactivo
86,Insatisfecho,OTRAS,3,Inactivo
87,Insatisfecho,DCPRI,4,Activo
88,Insatisfecho,DCPRI,3,Activo
89,Insatisfecho,INGENIERÍA,3,Activo
90,Insatisfecho,DCPRI,4,Activo
91,Insatisfecho,HUMANIDADES,2,Activo
92,Insatisfecho,HUMANIDADES,4,Activo
93,Insatisfecho,HUMANIDADES,5,Activo
94,Insatisfecho,HUMANIDADES,3,Activo
95,Insatisfecho,INGENIERÍA,4,Inactivo
96,Insatisfecho,INGENIERÍA,2,Activo
97,Insatisfecho,OTRAS,3,Activo
98,Insatisfecho,INGENIERÍA,3,Activo
99,Insatisfecho,HUMANIDADES,4,Inactivo
100,Insatisfecho,INGENIERÍA,2,Activo
101,Insatisfecho,NEGOCIOS,4,Activo
102,Insatisfecho,INGENIERÍA,2,Inactivo
103,Insatisfecho,HUMANIDADES,3,Activo
104,Insatisfecho,NEGOCIOS,5,Activo
105,Insatisfecho,AD,4,Activo
106,Insatisfecho,AD,5,Inactivo
107,Insatisfecho,AD,5,Activo
108,Insatisfecho,OTRAS,4,Inactivo
109,Insatisfecho,OTRAS,4,Inactivo
110,Insatisfecho,OTRAS,5,Activo
111,Insatisfecho,AD,3,Inactivo
112,Muy_satisfecho,INGENIERÍA,4,Activo
113,Muy_satisfecho,NEGOCIOS,3,Activo
114,Muy_satisfecho,OTRAS,2,Activo
115,Muy_satisfecho,SALUD,4,Activo
116,Muy_satisfecho,INGENIERÍA,3,Activo
117,Muy_satisfecho,INGENIERÍA,2,Activo
118,Muy_satisfecho,DCPRI,6,Activo
119,Muy_satisfecho,INGENIERÍA,2,Activo
120,Muy_satisfecho,DCPRI,4,Activo
121,Muy_satisfecho,INGENIERÍA,3,Activo
122,Muy_satisfecho,DCPRI,5,Activo
123,Muy_satisfecho,DCPRI,4,Activo
124,Muy_satisfecho,DCPRI,3,Activo
125,Muy_satisfecho,OTRAS,3,Activo
126,Muy_satisfecho,DCPRI,5,Activo
127,Muy_satisfecho,HUMANIDADES,2,Activo
128,Muy_satisfecho,HUMANIDADES,3,Activo
129,Muy_satisfecho,SALUD,4,Activo
130,Muy_satisfecho,NEGOCIOS,3,Activo
131,Muy_satisfecho,NEGOCIOS,4,Activo
132,Muy_satisfecho,NEGOCIOS,2,Activo
133,Muy_satisfecho,NEGOCIOS,1,Activo
134,Muy_satisfecho,DCPRI,4,Activo
135,Muy_satisfecho,INGENIERÍA,5,Activo
136,Muy_satisfecho,NEGOCIOS,6,Activo
137,Muy_satisfecho,NEGOCIOS,5,Activo
138,Muy_satisfecho,NEGOCIOS,4,Activo
139,Muy_satisfecho,NEGOCIOS,3,Activo
140,Muy_satisfecho,NEGOCIOS,3,Activo
141,Muy_satisfecho,NEGOCIOS,2,Activo
142,Muy_satisfecho,NEGOCIOS,2,Activo
143,Muy_satisfecho,NEGOCIOS,6,Inactivo
144,Muy_satisfecho,NEGOCIOS,4,Activo
145,Muy_satisfecho,NEGOCIOS,3,Activo
146,Muy_satisfecho,AD,4,Activo
147,Muy_satisfecho,AD,5,Activo
148,Muy_satisfecho,NEGOCIOS,5,Activo
149,Muy_satisfecho,NEGOCIOS,3,Activo
150,Muy_satisfecho,DCPRI,4,Activo
151,Muy_satisfecho,DCPRI,4,Activo
152,Muy_satisfecho,NEGOCIOS,4,Activo
153,Muy_satisfecho,NEGOCIOS,6,Activo
154,Muy_satisfecho,DCPRI,4,Activo
155,Muy_satisfecho,NEGOCIOS,4,Activo
156,Muy_satisfecho,NEGOCIOS,6,Activo
157,Muy_satisfecho,NEGOCIOS,3,Activo
158,Muy_satisfecho,DCPRI,5,Activo
159,Muy_satisfecho,NEGOCIOS,2,Activo
160,Muy_satisfecho,NEGOCIOS,4,Activo
161,Muy_satisfecho,NEGOCIOS,4,Activo
162,Muy_satisfecho,INGENIERÍA,4,Activo
163,Muy_satisfecho,INGENIERÍA,1,Inactivo
164,Muy_satisfecho,INGENIERÍA,4,Activo
165,Muy_satisfecho,INGENIERÍA,2,Activo
166,Muy_satisfecho,HUMANIDADES,3,Inactivo
167,Muy_satisfecho,INGENIERÍA,2,Activo
168,Muy_satisfecho,NEGOCIOS,3,Activo
169,Muy_satisfecho,DCPRI,4,Activo
170,Muy_satisfecho,NEGOCIOS,2,Activo
171,Muy_satisfecho,NEGOCIOS,4,Activo
172,Muy_satisfecho,SALUD,5,Activo
173,Muy_satisfecho,OTRAS,1,Activo
174,Muy_satisfecho,NEGOCIOS,6,Activo
175,Muy_satisfecho,OTRAS,1,Activo
176,Muy_satisfecho,DCPRI,3,Activo
177,Muy_satisfecho,NEGOCIOS,4,Activo
178,Muy_satisfecho,DCPRI,5,Activo
179,Muy_satisfecho,OTRAS,1,Activo
180,Muy_satisfecho,INGENIERÍA,2,Activo
181,Muy_satisfecho,NEGOCIOS,1,Activo
182,Muy_satisfecho,AD,2,Activo
183,Muy_satisfecho,HUMANIDADES,5,Inactivo
184,Muy_satisfecho,NEGOCIOS,4,Activo
185,Muy_satisfecho,NEGOCIOS,5,Activo
186,Muy_satisfecho,NEGOCIOS,2,Activo
187,Muy_satisfecho,HUMANIDADES,2,Inactivo
188,Muy_satisfecho,NEGOCIOS,3,Activo
189,Muy_satisfecho,NEGOCIOS,2,Activo
190,Muy_satisfecho,NEGOCIOS,2,Activo
191,Muy_satisfecho,NEGOCIOS,1,Activo
192,Muy_satisfecho,NEGOCIOS,5,Activo
193,Muy_satisfecho,NEGOCIOS,1,Activo
194,Muy_satisfecho,NEGOCIOS,4,Activo
195,Muy_satisfecho,DCPRI,5,Activo
196,Muy_satisfecho,NEGOCIOS,3,Activo
197,Muy_satisfecho,AD,5,Inactivo
198,Muy_satisfecho,AD,4,Inactivo
199,Muy_satisfecho,NEGOCIOS,3,Activo
200,Muy_satisfecho,NEGOCIOS,5,Activo
201,Muy_satisfecho,INGENIERÍA,3,Activo
202,Muy_satisfecho,DCPRI,6,Activo
203,Muy_satisfecho,INGENIERÍA,4,Activo
204,Muy_satisfecho,NEGOCIOS,3,Activo
205,Muy_satisfecho,OTRAS,4,Activo
206,Muy_satisfecho,INGENIERÍA,4,Activo
207,Muy_satisfecho,INGENIERÍA,6,Activo
208,Muy_satisfecho,SALUD,3,Activo
209,Muy_satisfecho,SALUD,2,Activo
210,Muy_satisfecho,SALUD,4,Activo
211,Muy_satisfecho,NEGOCIOS,2,Inactivo
212,Muy_satisfecho,INGENIERÍA,2,Activo
213,Muy_satisfecho,NEGOCIOS,4,Activo
214,Muy_satisfecho,SALUD,3,Activo
215,Muy_satisfecho,SALUD,2,Inactivo
216,Muy_satisfecho,HUMANIDADES,2,Activo
217,Muy_satisfecho,INGENIERÍA,4,Activo
218,Muy_satisfecho,NEGOCIOS,4,Activo
219,Muy_satisfecho,NEGOCIOS,3,Activo
220,Muy_satisfecho,INGENIERÍA,2,Activo
221,Muy_satisfecho,INGENIERÍA,5,Activo
222,Muy_satisfecho,SALUD,4,Activo
223,Muy_satisfecho,SALUD,3,Activo
224,Muy_satisfecho,SALUD,6,Activo
225,Muy_satisfecho,SALUD,3,Inactivo
226,Muy_satisfecho,NEGOCIOS,4,Activo
227,Muy_satisfecho,SALUD,3,Activo
228,Muy_satisfecho,SALUD,3,Activo
229,Muy_satisfecho,NEGOCIOS,4,Activo
230,Muy_satisfecho,NEGOCIOS,6,Activo
231,Muy_satisfecho,SALUD,3,Activo
232,Muy_satisfecho,SALUD,5,Activo
233,Muy_satisfecho,SALUD,3,Activo
234,Muy_satisfecho,SALUD,6,Inactivo
235,Muy_satisfecho,SALUD,3,Activo
236,Muy_satisfecho,SALUD,3,Activo
237,Muy_satisfecho,SALUD,4,Activo
238,Muy_satisfecho,SALUD,4,Activo
239,Muy_satisfecho,SALUD,3,Activo
240,Muy_satisfecho,SALUD,2,Activo
241,Muy_satisfecho,HUMANIDADES,3,Activo
242,Muy_satisfecho,INGENIERÍA,1,Activo
243,Muy_satisfecho,SALUD,2,Activo
244,Muy_satisfecho,SALUD,4,Activo
245,Muy_satisfecho,INGENIERÍA,1,Activo
246,Muy_satisfecho,SALUD,3,Activo
247,Muy_satisfecho,SALUD,3,Activo
248,Muy_satisfecho,SALUD,4,Activo
249,Muy_satisfecho,SALUD,2,Activo
250,Muy_satisfecho,SALUD,4,Activo
251,Muy_satisfecho,NEGOCIOS,6,Activo
252,Muy_satisfecho,OTRAS,2,Activo
253,Muy_satisfecho,DCPRI,6,Activo
254,Muy_satisfecho,SALUD,4,Inactivo
255,Muy_satisfecho,DCPRI,6,Activo
256,Muy_satisfecho,HUMANIDADES,1,Activo
257,Muy_satisfecho,NEGOCIOS,2,Activo
258,Muy_satisfecho,DCPRI,6,Activo
259,Muy_satisfecho,NEGOCIOS,3,Activo
260,Muy_satisfecho,AD,3,Activo
261,Muy_satisfecho,INGENIERÍA,4,Activo
262,Muy_satisfecho,AD,4,Activo
263,Muy_satisfecho,INGENIERÍA,6,Activo
264,Muy_satisfecho,DCPRI,4,Activo
265,Muy_satisfecho,INGENIERÍA,3,Activo
266,Muy_satisfecho,INGENIERÍA,3,Activo
267,Muy_satisfecho,INGENIERÍA,3,Activo
268,Muy_satisfecho,HUMANIDADES,4,Activo
269,Muy_satisfecho,OTRAS,3,Activo
270,Muy_satisfecho,NEGOCIOS,1,Activo
271,Muy_satisfecho,AD,4,Activo
272,Muy_satisfecho,INGENIERÍA,2,Activo
273,Muy_satisfecho,DCPRI,4,Activo
274,Muy_satisfecho,OTRAS,1,Activo
275,Muy_satisfecho,AD,6,Inactivo
276,Muy_satisfecho,DCPRI,5,Activo
277,Muy_satisfecho,DCPRI,4,Activo
278,Muy_satisfecho,AD,1,Activo
279,Muy_satisfecho,OTRAS,2,Activo
280,Muy_satisfecho,INGENIERÍA,4,Activo
281,Muy_satisfecho,DCPRI,3,Activo
282,Muy_satisfecho,DCPRI,3,Activo
283,Muy_satisfecho,DCPRI,3,Activo
284,Muy_satisfecho,DCPRI,5,Inactivo
285,Muy_satisfecho,NEGOCIOS,5,Activo
286,Muy_satisfecho,HUMANIDADES,6,Inactivo
287,Muy_satisfecho,NEGOCIOS,3,Activo
288,Muy_satisfecho,AD,3,Activo
289,Muy_satisfecho,NEGOCIOS,3,Activo
290,Muy_satisfecho,AD,4,Activo
291,Muy_satisfecho,NEGOCIOS,2,Activo
292,Muy_satisfecho,AD,4,Activo
293,Muy_satisfecho,HUMANIDADES,3,Inactivo
294,Muy_satisfecho,AD,6,Activo
295,Muy_satisfecho,AD,4,Activo
296,Muy_satisfecho,DCPRI,4,Activo
297,Muy_satisfecho,HUMANIDADES,4,Activo
298,Muy_satisfecho,NEGOCIOS,2,Activo
299,Muy_satisfecho,HUMANIDADES,5,Activo
300,Muy_satisfecho,NEGOCIOS,3,Activo
301,Muy_satisfecho,NEGOCIOS,5,Activo
302,Muy_satisfecho,NEGOCIOS,2,Activo
303,Muy_satisfecho,DCPRI,5,Activo
304,Muy_satisfecho,DCPRI,3,Activo
305,Muy_satisfecho,NEGOCIOS,1,Activo
306,Muy_satisfecho,DCPRI,6,Activo
307,Muy_satisfecho,DCPRI,4,Activo
308,Muy_satisfecho,INGENIERÍA,6,Activo
309,Muy_satisfecho,NEGOCIOS,3,Activo
310,Muy_satisfecho,NEGOCIOS,4,Activo
311,Muy_satisfecho,NEGOCIOS,4,Activo
312,Muy_satisfecho,INGENIERÍA,1,Inactivo
313,Muy_satisfecho,OTRAS,1,Activo
314,Muy_satisfecho,INGENIERÍA,6,Inactivo
315,Muy_satisfecho,INGENIERÍA,6,Activo
316,Muy_satisfecho,DCPRI,4,Activo
317,Muy_satisfecho,NEGOCIOS,4,Activo
318,Muy_satisfecho,NEGOCIOS,4,Activo
319,Muy_satisfecho,HUMANIDADES,4,Activo
320,Muy_satisfecho,INGENIERÍA,4,Activo
321,Muy_satisfecho,NEGOCIOS,4,Activo
322,Muy_satisfecho,INGENIERÍA,3,Inactivo
323,Muy_satisfecho,NEGOCIOS,4,Activo
324,Muy_satisfecho,NEGOCIOS,4,Activo
325,Muy_satisfecho,NEGOCIOS,3,Activo
326,Muy_satisfecho,SALUD,5,Activo
327,Muy_satisfecho,INGENIERÍA,3,Activo
328,Muy_satisfecho,DCPRI,5,Activo
329,Muy_satisfecho,HUMANIDADES,4,Inactivo
330,Muy_satisfecho,INGENIERÍA,4,Activo
331,Muy_satisfecho,INGENIERÍA,4,Activo
332,Muy_satisfecho,HUMANIDADES,5,Activo
333,Muy_satisfecho,NEGOCIOS,1,Inactivo
334,Muy_satisfecho,NEGOCIOS,3,Activo
335,Muy_satisfecho,SALUD,2,Activo
336,Muy_satisfecho,NEGOCIOS,2,Activo
337,Muy_satisfecho,INGENIERÍA,4,Activo
338,Muy_satisfecho,OTRAS,2,Activo
339,Muy_satisfecho,NEGOCIOS,1,Inactivo
340,Muy_satisfecho,SALUD,3,Inactivo
341,Muy_satisfecho,SALUD,3,Activo
342,Muy_satisfecho,DCPRI,4,Activo
343,Muy_satisfecho,INGENIERÍA,4,Activo
344,Muy_satisfecho,SALUD,3,Inactivo
345,Muy_satisfecho,NEGOCIOS,4,Activo
346,Muy_satisfecho,SALUD,1,Inactivo
347,Muy_satisfecho,SALUD,3,Activo
348,Muy_satisfecho,NEGOCIOS,2,Activo
349,Muy_satisfecho,HUMANIDADES,4,Activo
350,Muy_satisfecho,INGENIERÍA,4,Inactivo
351,Muy_satisfecho,INGENIERÍA,2,Activo
352,Muy_satisfecho,NEGOCIOS,4,Activo
353,Muy_satisfecho,INGENIERÍA,4,Inactivo
354,Muy_satisfecho,INGENIERÍA,4,Inactivo
355,Muy_satisfecho,INGENIERÍA,4,Activo
356,Muy_satisfecho,SALUD,2,Activo
357,Muy_satisfecho,SALUD,2,Activo
358,Muy_satisfecho,SALUD,3,Activo
359,Muy_satisfecho,SALUD,1,Activo
360,Muy_satisfecho,AD,4,Activo
361,Muy_satisfecho,OTRAS,2,Activo
362,Muy_satisfecho,OTRAS,3,Activo
363,Muy_satisfecho,DCPRI,2,Inactivo
364,Muy_satisfecho,AD,3,Activo
365,Muy_satisfecho,INGENIERÍA,1,Activo
366,Muy_satisfecho,HUMANIDADES,4,Activo
367,Muy_satisfecho,SALUD,4,Inactivo
368,Muy_satisfecho,DCPRI,4,Activo
369,Muy_satisfecho,SALUD,3,Activo
370,Muy_satisfecho,HUMANIDADES,3,Inactivo
371,Muy_satisfecho,OTRAS,2,Activo
372,Muy_satisfecho,DCPRI,3,Activo
373,Muy_satisfecho,OTRAS,2,Activo
374,Muy_satisfecho,NEGOCIOS,3,Activo
375,Muy_satisfecho,OTRAS,3,Activo
376,Muy_satisfecho,INGENIERÍA,3,Activo
377,Muy_satisfecho,HUMANIDADES,4,Activo
378,Muy_satisfecho,INGENIERÍA,6,Activo
379,Muy_satisfecho,INGENIERÍA,2,Activo
380,Muy_satisfecho,INGENIERÍA,3,Activo
381,Muy_satisfecho,HUMANIDADES,2,Activo
382,Muy_satisfecho,HUMANIDADES,3,Activo
383,Muy_satisfecho,INGENIERÍA,4,Activo
384,Muy_satisfecho,NEGOCIOS,1,Activo
385,Muy_satisfecho,INGENIERÍA,3,Inactivo
386,Muy_satisfecho,HUMANIDADES,2,Activo
387,Muy_satisfecho,HUMANIDADES,4,Activo
388,Muy_satisfecho,HUMANIDADES,6,Activo
389,Muy_satisfecho,INGENIERÍA,2,Activo
390,Muy_satisfecho,SALUD,3,Activo
391,Muy_satisfecho,SALUD,6,Activo
392,Muy_satisfecho,HUMANIDADES,2,Activo
393,Muy_satisfecho,INGENIERÍA,3,Activo
394,Muy_satisfecho,INGENIERÍA,1,Activo
395,Muy_satisfecho,DCPRI,4,Activo
396,Muy_satisfecho,NEGOCIOS,4,Activo
397,Muy_satisfecho,SALUD,5,Activo
398,Muy_satisfecho,OTRAS,3,Activo
399,Muy_satisfecho,SALUD,4,Activo
400,Muy_satisfecho,SALUD,3,Activo
401,Muy_satisfecho,INGENIERÍA,4,Activo
402,Muy_satisfecho,SALUD,6,Activo
403,Muy_satisfecho,SALUD,1,Activo
404,Muy_satisfecho,SALUD,4,Activo
405,Muy_satisfecho,SALUD,3,Activo
406,Muy_satisfecho,NEGOCIOS,3,Inactivo
407,Muy_satisfecho,OTRAS,3,Activo
408,Muy_satisfecho,SALUD,3,Activo
409,Muy_satisfecho,INGENIERÍA,2,Activo
410,Muy_satisfecho,INGENIERÍA,3,Activo
411,Muy_satisfecho,SALUD,4,Activo
412,Muy_satisfecho,SALUD,1,Activo
413,Muy_satisfecho,SALUD,2,Inactivo
414,Muy_satisfecho,SALUD,2,Inactivo
415,Muy_satisfecho,SALUD,4,Activo
416,Muy_satisfecho,HUMANIDADES,4,Activo
417,Muy_satisfecho,SALUD,5,Activo
418,Muy_satisfecho,NEGOCIOS,4,Activo
419,Muy_satisfecho,SALUD,1,Activo
420,Muy_satisfecho,DCPRI,4,Inactivo
421,Muy_satisfecho,SALUD,3,Activo
422,Muy_satisfecho,SALUD,3,Inactivo
423,Muy_satisfecho,SALUD,2,Activo
424,Muy_satisfecho,HUMANIDADES,3,Inactivo
425,Muy_satisfecho,SALUD,4,Activo
426,Muy_satisfecho,SALUD,4,Activo
427,Muy_satisfecho,SALUD,3,Activo
428,Muy_satisfecho,AD,2,Activo
429,Muy_satisfecho,NEGOCIOS,5,Activo
430,Muy_satisfecho,AD,6,Activo
431,Muy_satisfecho,AD,3,Activo
432,Muy_satisfecho,SALUD,4,Activo
433,Muy_satisfecho,DCPRI,5,Inactivo
434,Muy_satisfecho,INGENIERÍA,1,Activo
435,Muy_satisfecho,NEGOCIOS,6,Activo
436,Muy_satisfecho,NEGOCIOS,5,Activo
437,Muy_satisfecho,NEGOCIOS,4,Activo
438,Muy_satisfecho,NEGOCIOS,2,Activo
439,Muy_satisfecho,NEGOCIOS,4,Activo
440,Muy_satisfecho,NEGOCIOS,5,Activo
441,Muy_satisfecho,AD,2,Activo
442,Muy_satisfecho,NEGOCIOS,2,Activo
443,Muy_satisfecho,DCPRI,6,Activo
444,Muy_satisfecho,INGENIERÍA,3,Activo
445,Muy_satisfecho,NEGOCIOS,3,Activo
446,Muy_satisfecho,AD,1,Activo
447,Muy_satisfecho,SALUD,1,Activo
448,Muy_satisfecho,INGENIERÍA,1,Activo
449,Muy_satisfecho,INGENIERÍA,2,Activo
450,Muy_satisfecho,INGENIERÍA,6,Activo
451,Muy_satisfecho,INGENIERÍA,1,Activo
452,Muy_satisfecho,SALUD,1,Activo
453,Muy_satisfecho,SALUD,3,Activo
454,Muy_satisfecho,OTRAS,4,Activo
455,Muy_satisfecho,NEGOCIOS,2,Activo
456,Muy_satisfecho,OTRAS,3,Activo
457,Muy_satisfecho,AD,5,Activo
458,Muy_satisfecho,AD,6,Inactivo
459,Muy_satisfecho,NEGOCIOS,3,Activo
460,Muy_satisfecho,HUMANIDADES,4,Inactivo
461,Muy_satisfecho,OTRAS,1,Activo
462,Muy_satisfecho,NEGOCIOS,3,Inactivo
463,Muy_satisfecho,INGENIERÍA,1,Inactivo
464,Muy_satisfecho,HUMANIDADES,6,Activo
465,Muy_satisfecho,SALUD,3,Activo
466,Muy_satisfecho,AD,4,Activo
467,Muy_satisfecho,SALUD,3,Activo
468,Muy_satisfecho,NEGOCIOS,2,Activo
469,Muy_satisfecho,NEGOCIOS,4,Activo
470,Muy_satisfecho,NEGOCIOS,2,Activo
471,Muy_satisfecho,NEGOCIOS,2,Activo
472,Muy_satisfecho,INGENIERÍA,2,Activo
473,Muy_satisfecho,SALUD,4,Activo
474,Muy_satisfecho,NEGOCIOS,2,Activo
475,Muy_satisfecho,NEGOCIOS,4,Activo
476,Muy_satisfecho,NEGOCIOS,3,Activo
477,Muy_satisfecho,NEGOCIOS,2,Activo
478,Muy_satisfecho,NEGOCIOS,5,Activo
479,Muy_satisfecho,OTRAS,3,Activo
480,Muy_satisfecho,NEGOCIOS,6,Activo
481,Muy_satisfecho,NEGOCIOS,4,Activo
482,Muy_satisfecho,INGENIERÍA,1,Inactivo
483,Muy_satisfecho,AD,4,Activo
484,Muy_satisfecho,NEGOCIOS,1,Activo
485,Muy_satisfecho,SALUD,4,Activo
486,Muy_satisfecho,NEGOCIOS,3,Activo
487,Muy_satisfecho,AD,3,Activo
488,Muy_satisfecho,NEGOCIOS,3,Activo
489,Muy_satisfecho,HUMANIDADES,3,Activo
490,Muy_satisfecho,NEGOCIOS,4,Inactivo
491,Muy_satisfecho,OTRAS,6,Activo
492,Muy_satisfecho,NEGOCIOS,3,Activo
493,Muy_satisfecho,NEGOCIOS,2,Activo
494,Muy_satisfecho,DCPRI,2,Activo
495,Muy_satisfecho,OTRAS,4,Inactivo
496,Muy_satisfecho,OTRAS,3,Activo
497,Muy_satisfecho,AD,4,Inactivo
498,Muy_satisfecho,INGENIERÍA,3,Activo
499,Muy_satisfecho,HUMANIDADES,3,Activo
500,Muy_satisfecho,HUMANIDADES,3,Activo
501,Muy_satisfecho,HUMANIDADES,3,Activo
502,Muy_satisfecho,DCPRI,6,Activo
503,Muy_satisfecho,SALUD,3,Activo
504,Muy_satisfecho,NEGOCIOS,3,Activo
505,Muy_satisfecho,DCPRI,3,Activo
506,Muy_satisfecho,NEGOCIOS,3,Activo
507,Muy_satisfecho,DCPRI,5,Activo
508,Muy_satisfecho,DCPRI,6,Activo
509,Muy_satisfecho,NEGOCIOS,4,Activo
510,Muy_satisfecho,NEGOCIOS,3,Activo
511,Muy_satisfecho,AD,3,Activo
512,Muy_satisfecho,HUMANIDADES,4,Activo
513,Muy_satisfecho,NEGOCIOS,3,Activo
514,Muy_satisfecho,AD,2,Activo
515,Muy_satisfecho,NEGOCIOS,6,Activo
516,Muy_satisfecho,AD,1,Activo
517,Muy_satisfecho,NEGOCIOS,1,Inactivo
518,Muy_satisfecho,OTRAS,2,Activo
519,Muy_satisfecho,AD,4,Activo
520,Muy_satisfecho,SALUD,2,Activo
521,Muy_satisfecho,NEGOCIOS,4,Activo
522,Muy_satisfecho,SALUD,5,Inactivo
523,Muy_satisfecho,SALUD,1,Activo
524,Muy_satisfecho,NEGOCIOS,2,Activo
525,Muy_satisfecho,SALUD,2,Activo
526,Muy_satisfecho,SALUD,1,Activo
527,Muy_satisfecho,INGENIERÍA,1,Activo
528,Muy_satisfecho,NEGOCIOS,5,Activo
529,Muy_satisfecho,INGENIERÍA,2,Activo
530,Muy_satisfecho,DCPRI,4,Activo
531,Muy_satisfecho,HUMANIDADES,5,Activo
532,Muy_satisfecho,INGENIERÍA,6,Inactivo
533,Muy_satisfecho,OTRAS,6,Activo
534,Muy_satisfecho,DCPRI,2,Activo
535,Muy_satisfecho,INGENIERÍA,6,Activo
536,Muy_satisfecho,NEGOCIOS,2,Activo
537,Muy_satisfecho,AD,5,Activo
538,Muy_satisfecho,SALUD,3,Inactivo
539,Muy_satisfecho,NEGOCIOS,2,Activo
540,Muy_satisfecho,SALUD,5,Activo
541,Muy_satisfecho,HUMANIDADES,2,Inactivo
542,Muy_satisfecho,SALUD,6,Activo
543,Muy_satisfecho,INGENIERÍA,4,Activo
544,Muy_satisfecho,OTRAS,1,Activo
545,Muy_satisfecho,INGENIERÍA,5,Inactivo
546,Muy_satisfecho,SALUD,2,Activo
547,Muy_satisfecho,AD,4,Activo
548,Muy_satisfecho,OTRAS,2,Inactivo
549,Muy_satisfecho,OTRAS,3,Activo
550,Muy_satisfecho,OTRAS,4,Activo
551,Muy_satisfecho,OTRAS,3,Activo
552,Muy_satisfecho,OTRAS,4,Activo
553,Muy_satisfecho,OTRAS,1,Activo
554,Muy_satisfecho,OTRAS,2,Activo
555,Muy_satisfecho,OTRAS,1,Activo
556,Muy_satisfecho,OTRAS,2,Activo
557,Muy_satisfecho,OTRAS,1,Activo
